file_path,biggest_num_pts,biggest_num_pts_z
/mnt/r/318740.gcode,354,5.15
/mnt/r/318745.gcode,520,24.35
/mnt/r/3193.gcode,213,0.35
/mnt/r/319438.gcode,9776,0.95
/mnt/r/31973.gcode,247,10.15
/mnt/r/319738.gcode,901,0.95
/mnt/r/319793.gcode,2217,0.95
/mnt/r/319805.gcode,972,64.75
/mnt/r/320039.gcode,95,8.55
/mnt/r/320067.gcode,4698,13.75
/mnt/r/320290.gcode,526,5.35
/mnt/r/320462.gcode,687,4.55
/mnt/r/320593.gcode,366,0.35
/mnt/r/320711.gcode,670,1.55
/mnt/r/320796.gcode,838,0.55
/mnt/r/321137.gcode,668,5.75
/mnt/r/321138.gcode,879,10.55
/mnt/r/321192.gcode,330,2.35
/mnt/r/321295.gcode,404,12.75
/mnt/r/321608.gcode,1198,0.95
/mnt/r/321695.gcode,9192,1.55
/mnt/r/321927.gcode,210,4.15
/mnt/r/32199.gcode,1089,0.95
/mnt/r/322004.gcode,1148,0.55
/mnt/r/322114.gcode,3928,0.35
/mnt/r/322712.gcode,2422,0.55
/mnt/r/322818.gcode,647,0.35
/mnt/r/322989.gcode,1040,2.75
/mnt/r/323138.gcode,335,0.35
/mnt/r/323420.gcode,1828,1.15
/mnt/r/323505.gcode,2132,0.95
/mnt/r/323599.gcode,225,0.35
/mnt/r/323853.gcode,334,0.55
/mnt/r/323907.gcode,187,0.35
/mnt/r/323927.gcode,7948,1.35
/mnt/r/323932.gcode,7826,1.75
/mnt/r/324107.gcode,1666,4.55
/mnt/r/324258.gcode,796,5.75
/mnt/r/324264.gcode,1599,5.75
/mnt/r/3245.gcode,130,5.15
/mnt/r/324576.gcode,608,1.55
/mnt/r/32460.gcode,2593,1.55
/mnt/r/324702.gcode,1453,0.95
/mnt/r/324902.gcode,1553,0.35
/mnt/r/325152.gcode,238,0.35
/mnt/r/325239.gcode,12480,0.55
/mnt/r/325342.gcode,657,0.55
/mnt/r/32553.gcode,787,1.35
/mnt/r/325682.gcode,2011,5.55
/mnt/r/325979.gcode,1995,45.75
/mnt/r/326688.gcode,343,0.95
/mnt/r/3267.gcode,503,0.35
/mnt/r/326752.gcode,212,10.75
/mnt/r/326857.gcode,878,1.55
/mnt/r/326891.gcode,343,0.95
/mnt/r/32714.gcode,4876,4.55
/mnt/r/327343.gcode,324,0.35
/mnt/r/327387.gcode,909,0.95
/mnt/r/327452.gcode,407,1.35
/mnt/r/32747.gcode,723,1.55
/mnt/r/327520.gcode,1787,7.95
/mnt/r/32759.gcode,33,0.35
/mnt/r/327598.gcode,2248,1.55
/mnt/r/327798.gcode,1845,5.75
/mnt/r/328662.gcode,1060,19.95
/mnt/r/329086.gcode,100,0.35
/mnt/r/329094.gcode,296,0.35
/mnt/r/329133.gcode,296,0.35
/mnt/r/329237.gcode,379,0.35
/mnt/r/32929.gcode,897,26.95
/mnt/r/330600.gcode,3840,0.95
/mnt/r/330608.gcode,503,0.95
/mnt/r/330766.gcode,851,1.55
/mnt/r/330888.gcode,802,25.15
/mnt/r/33097.gcode,3616,19.55
/mnt/r/336784.gcode,935,3.55
/mnt/r/336847.gcode,619,1.15
/mnt/r/336924.gcode,4859,0.35
/mnt/r/337942.gcode,156,18.55
/mnt/r/338017.gcode,3452,9.15
/mnt/r/341527.gcode,470,0.95
/mnt/r/341602.gcode,381,0.95
/mnt/r/341805.gcode,950,2.15
/mnt/r/342126.gcode,402,1.75
/mnt/r/342151.gcode,5705,1.75
/mnt/r/342407.gcode,204,5.15
/mnt/r/342522.gcode,4157,0.95
/mnt/r/343088.gcode,842,8.55
/mnt/r/343287.gcode,249,0.95
/mnt/r/343311.gcode,2928,0.35
/mnt/r/343388.gcode,2502,29.95
/mnt/r/345478.gcode,798,0.55
/mnt/r/345492.gcode,1340,3.35
/mnt/r/345868.gcode,748,0.55
/mnt/r/34601.gcode,675,2.95
/mnt/r/346064.gcode,2688,0.95
/mnt/r/346122.gcode,1274,10.55
/mnt/r/346304.gcode,1621,0.95
/mnt/r/346446.gcode,752,0.95
/mnt/r/346644.gcode,67,12.35
/mnt/r/346755.gcode,298,18.15
/mnt/r/346898.gcode,574,1.15
/mnt/r/346986.gcode,322,4.35
/mnt/r/347112.gcode,1811,3.95
/mnt/r/348387.gcode,1032,5.75
/mnt/r/348462.gcode,541,2.55
/mnt/r/348551.gcode,3681,8.15
/mnt/r/348851.gcode,1007,6.15
/mnt/r/34886.gcode,1439,2.95
/mnt/r/349200.gcode,4011,1.15
/mnt/r/349334.gcode,5497,0.95
/mnt/r/349397.gcode,114,2.15
/mnt/r/349439.gcode,3534,0.75
/mnt/r/349476.gcode,663,4.55
/mnt/r/349523.gcode,402,0.35
/mnt/r/351155.gcode,79,0.35
/mnt/r/351188.gcode,260,0.35
/mnt/r/351291.gcode,3753,0.95
/mnt/r/351302.gcode,4179,0.95
/mnt/r/351521.gcode,359,0.95
/mnt/r/35162.gcode,257,27.75
/mnt/r/351626.gcode,373,0.35
/mnt/r/351630.gcode,1017,6.55
/mnt/r/35167.gcode,4364,0.95
/mnt/r/352201.gcode,346,0.35
/mnt/r/352273.gcode,775,7.55
/mnt/r/352515.gcode,482,9.15
/mnt/r/352695.gcode,592,28.55
/mnt/r/353128.gcode,457,0.35
/mnt/r/353188.gcode,7842,3.35
/mnt/r/356849.gcode,1267,2.55
/mnt/r/356850.gcode,1277,39.95
/mnt/r/359523.gcode,158,0.35
/mnt/r/359528.gcode,856,26.95
/mnt/r/360606.gcode,426,0.35
/mnt/r/360958.gcode,287,10.55
/mnt/r/361097.gcode,332,0.35
/mnt/r/361107.gcode,2770,12.35
/mnt/r/362522.gcode,5764,2.15
/mnt/r/362749.gcode,1049,5.75
/mnt/r/362896.gcode,588,15.75
/mnt/r/362998.gcode,2161,0.75
/mnt/r/363065.gcode,1859,2.55
/mnt/r/363103.gcode,816,1.55
/mnt/r/3632.gcode,293,1.75
/mnt/r/363290.gcode,464,0.35
/mnt/r/363756.gcode,232,1.75
/mnt/r/363808.gcode,616,0.35
/mnt/r/363928.gcode,4417,13.75
/mnt/r/36485.gcode,758,2.55
/mnt/r/364882.gcode,3351,0.95
/mnt/r/36545.gcode,173,16.35
/mnt/r/365571.gcode,3139,26.35
/mnt/r/367360.gcode,2971,2.15
/mnt/r/367896.gcode,41,1.55
/mnt/r/367978.gcode,227,0.35
/mnt/r/368.gcode,38,0.35
/mnt/r/36810.gcode,2297,0.55
/mnt/r/368387.gcode,1003,2.15
/mnt/r/368490.gcode,536,12.35
/mnt/r/368936.gcode,1826,1.55
/mnt/r/368990.gcode,529,0.35
/mnt/r/369082.gcode,3031,1.95
/mnt/r/369480.gcode,837,15.35
/mnt/r/369703.gcode,2470,0.75
/mnt/r/369724.gcode,212,0.75
/mnt/r/369776.gcode,2263,0.95
/mnt/r/369886.gcode,5197,8.35
/mnt/r/372410.gcode,1486,1.75
/mnt/r/372543.gcode,0,None
/mnt/r/372579.gcode,3401,5.55
/mnt/r/372649.gcode,1844,0.95
/mnt/r/372698.gcode,3626,0.95
/mnt/r/37463.gcode,2460,1.35
/mnt/r/374946.gcode,704,20.95
/mnt/r/375524.gcode,3357,0.95
/mnt/r/375633.gcode,2543,0.55
/mnt/r/375743.gcode,740,4.55
/mnt/r/376020.gcode,2720,34.55
/mnt/r/377965.gcode,1034,5.75
/mnt/r/377974.gcode,3626,0.95
/mnt/r/379216.gcode,2703,3.75
/mnt/r/38052.gcode,606,5.55
/mnt/r/380580.gcode,2978,2.55
/mnt/r/380993.gcode,969,5.75
/mnt/r/381149.gcode,3021,11.35
/mnt/r/383645.gcode,1408,53.35
/mnt/r/385939.gcode,1638,0.95
/mnt/r/385979.gcode,6097,9.75
/mnt/r/387403.gcode,1821,1.55
/mnt/r/387406.gcode,1150,5.75
/mnt/r/387485.gcode,1662,0.35
/mnt/r/387535.gcode,1198,0.55
/mnt/r/387540.gcode,1511,51.55
/mnt/r/389364.gcode,336,2.55
/mnt/r/38942.gcode,272,19.75
/mnt/r/389497.gcode,212,0.35
/mnt/r/38957.gcode,1524,18.95
/mnt/r/390163.gcode,3915,6.15
/mnt/r/390659.gcode,520,1.15
/mnt/r/390761.gcode,2523,0.55
/mnt/r/39117.gcode,576,0.35
/mnt/r/391175.gcode,8244,1.35
/mnt/r/391236.gcode,310,0.35
/mnt/r/39130.gcode,222,0.75
/mnt/r/39132.gcode,793,20.35
/mnt/r/391406.gcode,3565,8.75
/mnt/r/391454.gcode,771,12.55
/mnt/r/391509.gcode,520,0.35
/mnt/r/391574.gcode,726,54.55
/mnt/r/392509.gcode,438,4.75
/mnt/r/393079.gcode,529,36.35
/mnt/r/393912.gcode,845,10.75
/mnt/r/394043.gcode,509,2.55
/mnt/r/394240.gcode,483,6.95
/mnt/r/39438.gcode,3313,1.35
/mnt/r/395855.gcode,1852,8.75
/mnt/r/395957.gcode,239,0.35
/mnt/r/396006.gcode,388,26.35
/mnt/r/396046.gcode,32197,0.95
/mnt/r/396713.gcode,1296,1.35
/mnt/r/396945.gcode,721,0.35
/mnt/r/396993.gcode,103,0.35
/mnt/r/397067.gcode,446,38.75
/mnt/r/398069.gcode,3014,11.35
/mnt/r/401063.gcode,636,0.35
/mnt/r/401552.gcode,2819,10.95
/mnt/r/402898.gcode,793,72.55
/mnt/r/403182.gcode,3649,1.95
/mnt/r/40335.gcode,1571,1.15
/mnt/r/403367.gcode,934,0.95
/mnt/r/403955.gcode,553,2.75
/mnt/r/404056.gcode,9548,1.35
/mnt/r/404276.gcode,3007,1.35
/mnt/r/404337.gcode,628,0.35
/mnt/r/404372.gcode,1435,0.35
/mnt/r/404421.gcode,866,0.75
/mnt/r/40453.gcode,865,1.35
/mnt/r/40475.gcode,2741,1.15
/mnt/r/404767.gcode,2493,16.95
/mnt/r/405131.gcode,2475,0.55
/mnt/r/405307.gcode,636,20.15
/mnt/r/406919.gcode,444,2.55
/mnt/r/407046.gcode,3407,12.95
/mnt/r/408444.gcode,3269,1.75
/mnt/r/408515.gcode,396,20.55
/mnt/r/40864.gcode,361,7.75
/mnt/r/408666.gcode,4628,2.55
/mnt/r/408829.gcode,0,None
/mnt/r/408833.gcode,1436,0.95
/mnt/r/408961.gcode,297,30.35
/mnt/r/408977.gcode,426,31.95
/mnt/r/409013.gcode,3864,9.15
/mnt/r/409854.gcode,7042,15.95
/mnt/r/412841.gcode,445,2.55
/mnt/r/413043.gcode,863,1.15
/mnt/r/413068.gcode,3279,0.95
/mnt/r/413129.gcode,2185,1.55
/mnt/r/413328.gcode,350,2.55
/mnt/r/413362.gcode,274,0.35
/mnt/r/413471.gcode,0,None
/mnt/r/413536.gcode,27,0.35
/mnt/r/41357.gcode,431,0.35
/mnt/r/413635.gcode,388,1.55
/mnt/r/413767.gcode,8458,0.95
/mnt/r/414000.gcode,520,14.75
/mnt/r/414298.gcode,1449,0.35
/mnt/r/41433.gcode,431,0.35
/mnt/r/414413.gcode,1008,5.95
/mnt/r/414977.gcode,1365,0.95
/mnt/r/415032.gcode,454,1.75
/mnt/r/415075.gcode,343,0.95
/mnt/r/415145.gcode,7676,3.15
/mnt/r/416790.gcode,155,70.75
/mnt/r/417219.gcode,53,11.15
/mnt/r/417301.gcode,1355,3.95
/mnt/r/417906.gcode,4658,2.75
/mnt/r/418140.gcode,160,0.35
/mnt/r/418257.gcode,2435,2.35
/mnt/r/421011.gcode,36,0.35
/mnt/r/421149.gcode,373,19.55
/mnt/r/421266.gcode,50,0.35
/mnt/r/421326.gcode,25,0.35
/mnt/r/421370.gcode,10376,1.95
/mnt/r/421580.gcode,3689,1.35
/mnt/r/421655.gcode,1461,0.95
/mnt/r/421778.gcode,2957,1.35
/mnt/r/42198.gcode,197,2.95
/mnt/r/422.gcode,43,0.35
/mnt/r/422075.gcode,2039,4.15
/mnt/r/422349.gcode,6537,1.35
/mnt/r/423998.gcode,468,0.35
/mnt/r/424235.gcode,1334,0.95
/mnt/r/424652.gcode,688,25.55
/mnt/r/424828.gcode,94,3.95
/mnt/r/425114.gcode,5737,5.35
/mnt/r/425639.gcode,1270,0.55
/mnt/r/425784.gcode,1514,0.35
/mnt/r/426404.gcode,296,0.35
/mnt/r/426535.gcode,433,0.35
/mnt/r/426556.gcode,433,0.35
/mnt/r/42661.gcode,2207,1.55
/mnt/r/426775.gcode,496,2.55
/mnt/r/426974.gcode,104,36.75
/mnt/r/427012.gcode,1905,4.95
/mnt/r/428205.gcode,85,0.95
/mnt/r/428374.gcode,344,0.35
/mnt/r/428474.gcode,1993,2.55
/mnt/r/428740.gcode,1164,2.55
/mnt/r/428819.gcode,1189,1.35
/mnt/r/429092.gcode,2305,0.35
/mnt/r/429142.gcode,515,0.35
/mnt/r/42917.gcode,3751,0.35
/mnt/r/429393.gcode,677,0.35
/mnt/r/429557.gcode,2069,11.55
/mnt/r/430754.gcode,343,0.95
/mnt/r/430824.gcode,1408,0.95
/mnt/r/430883.gcode,1739,86.75
/mnt/r/440282.gcode,1387,0.55
/mnt/r/440378.gcode,457,1.55
/mnt/r/440401.gcode,929,5.75
/mnt/r/440615.gcode,2451,2.15
/mnt/r/441002.gcode,644,0.35
/mnt/r/441417.gcode,0,None
/mnt/r/441549.gcode,2985,2.55
/mnt/r/441908.gcode,1931,0.55
/mnt/r/442553.gcode,0,None
/mnt/r/44264.gcode,952,1.55
/mnt/r/44278.gcode,164,62.15
/mnt/r/44280.gcode,5930,0.75
/mnt/r/443130.gcode,663,12.75
/mnt/r/443678.gcode,594,1.15
/mnt/r/443710.gcode,1132,5.75
/mnt/r/443799.gcode,1328,13.55
/mnt/r/443839.gcode,655,2.55
/mnt/r/443849.gcode,473,6.55
/mnt/r/444037.gcode,510,2.55
/mnt/r/44405.gcode,939,5.75
/mnt/r/444873.gcode,1205,5.75
/mnt/r/444897.gcode,594,1.75
/mnt/r/444900.gcode,2415,1.75
/mnt/r/445699.gcode,60,6.15
/mnt/r/44599.gcode,1540,4.35
/mnt/r/44704.gcode,4809,0.75
/mnt/r/44705.gcode,324,0.35
/mnt/r/447241.gcode,4397,0.75
/mnt/r/447322.gcode,51,0.35
/mnt/r/447341.gcode,178,1.95
/mnt/r/447529.gcode,3794,4.75
/mnt/r/448166.gcode,223,0.35
/mnt/r/448424.gcode,2029,1.55
/mnt/r/448877.gcode,212,142.75
/mnt/r/44994.gcode,431,0.35
/mnt/r/450068.gcode,88,0.75
/mnt/r/450159.gcode,436,0.35
/mnt/r/45062.gcode,2834,4.15
/mnt/r/450851.gcode,50,0.35
/mnt/r/450860.gcode,114,20.75
/mnt/r/451020.gcode,1243,1.15
/mnt/r/45150.gcode,10491,2.75
/mnt/r/452122.gcode,149,1.15
/mnt/r/452153.gcode,2038,0.95
/mnt/r/452253.gcode,723,15.35
/mnt/r/452497.gcode,1128,0.75
/mnt/r/452640.gcode,5459,0.35
/mnt/r/452663.gcode,711,0.95
/mnt/r/45269.gcode,202,0.35
/mnt/r/452794.gcode,1040,21.55
/mnt/r/453467.gcode,2037,52.35
/mnt/r/456799.gcode,545,45.35
/mnt/r/457208.gcode,346,4.95
/mnt/r/457274.gcode,641,4.95
/mnt/r/457516.gcode,1370,6.15
/mnt/r/457551.gcode,2940,13.55
/mnt/r/460362.gcode,1115,5.75
/mnt/r/46094.gcode,243,2.75
/mnt/r/46112.gcode,963,5.75
/mnt/r/461262.gcode,67,6.75
/mnt/r/461457.gcode,4699,1.15
/mnt/r/461513.gcode,4727,0.95
/mnt/r/463717.gcode,605,0.55
/mnt/r/463824.gcode,633,4.55
/mnt/r/464005.gcode,1389,0.95
/mnt/r/464060.gcode,1357,1.15
/mnt/r/464578.gcode,0,None
/mnt/r/464618.gcode,317,23.75
/mnt/r/464758.gcode,685,0.35
/mnt/r/464857.gcode,7391,1.75
/mnt/r/465146.gcode,921,15.95
/mnt/r/465638.gcode,428,0.35
/mnt/r/465647.gcode,430,0.35
/mnt/r/465707.gcode,8713,1.15
/mnt/r/466185.gcode,293,3.95
/mnt/r/466557.gcode,4076,1.15
/mnt/r/468774.gcode,1250,0.95
/mnt/r/468788.gcode,1259,2.55
/mnt/r/4688.gcode,671,2.55
/mnt/r/468913.gcode,2074,2.35
/mnt/r/468927.gcode,53,1.35
/mnt/r/468977.gcode,81,25.35
/mnt/r/469161.gcode,3779,0.95
/mnt/r/469874.gcode,2156,2.55
/mnt/r/470253.gcode,366,4.35
/mnt/r/470325.gcode,1128,5.55
/mnt/r/471035.gcode,3014,0.55
/mnt/r/471126.gcode,1115,0.95
/mnt/r/471163.gcode,560,0.95
/mnt/r/471347.gcode,3181,6.15
/mnt/r/47141.gcode,616,1.15
/mnt/r/471433.gcode,3007,2.55
/mnt/r/474364.gcode,571,1.15
/mnt/r/474445.gcode,562,2.75
/mnt/r/47450.gcode,4364,4.15
/mnt/r/474723.gcode,2809,79.75
/mnt/r/479393.gcode,2207,0.95
/mnt/r/47940.gcode,3436,0.95
/mnt/r/479536.gcode,453,2.15
/mnt/r/479658.gcode,268,11.75
/mnt/r/479743.gcode,380,5.35
/mnt/r/479817.gcode,2186,0.55
/mnt/r/47982.gcode,615,37.35
/mnt/r/480291.gcode,578,2.95
/mnt/r/480390.gcode,6466,0.55
/mnt/r/480438.gcode,2575,0.95
/mnt/r/480884.gcode,2232,34.55
/mnt/r/482543.gcode,1713,1.55
/mnt/r/483556.gcode,3319,1.35
/mnt/r/483626.gcode,5270,1.95
/mnt/r/484761.gcode,718,2.35
/mnt/r/485156.gcode,2277,4.55
/mnt/r/485264.gcode,10259,1.55
/mnt/r/485353.gcode,0,None
/mnt/r/485366.gcode,1558,3.35
/mnt/r/485498.gcode,2867,34.55
/mnt/r/487358.gcode,453,1.15
/mnt/r/487362.gcode,1070,0.35
/mnt/r/487526.gcode,0,None
/mnt/r/487610.gcode,699,29.35
/mnt/r/48820.gcode,1633,0.75
/mnt/r/488369.gcode,2548,0.95
/mnt/r/488411.gcode,948,3.75
/mnt/r/488760.gcode,2063,34.55
/mnt/r/4902.gcode,404,0.95
/mnt/r/490263.gcode,57,12.15
/mnt/r/490313.gcode,525,21.95
/mnt/r/490893.gcode,10706,6.15
/mnt/r/491497.gcode,3021,4.15
/mnt/r/492155.gcode,511,2.55
/mnt/r/492168.gcode,304,0.35
/mnt/r/492259.gcode,3626,0.95
/mnt/r/493782.gcode,923,0.35
/mnt/r/494108.gcode,1066,0.35
/mnt/r/494135.gcode,2954,3.55
/mnt/r/494539.gcode,4714,15.55
/mnt/r/494590.gcode,884,5.95
/mnt/r/494657.gcode,1502,9.75
/mnt/r/494683.gcode,1283,0.75
/mnt/r/494804.gcode,594,62.55
/mnt/r/49535.gcode,3517,1.75
/mnt/r/49555.gcode,566,0.75
/mnt/r/495552.gcode,1378,1.15
/mnt/r/495568.gcode,851,2.75
/mnt/r/496838.gcode,6967,0.95
/mnt/r/496840.gcode,7500,0.75
/mnt/r/496959.gcode,1579,0.55
/mnt/r/497391.gcode,1628,1.15
/mnt/r/497511.gcode,942,0.95
/mnt/r/497661.gcode,568,85.55
/mnt/r/499011.gcode,1364,1.15
/mnt/r/499354.gcode,4173,0.55
/mnt/r/49968.gcode,533,0.35
/mnt/r/499848.gcode,274,0.55
/mnt/r/500296.gcode,1850,2.55
/mnt/r/50067.gcode,531,1.35
/mnt/r/500729.gcode,2901,2.55
/mnt/r/501047.gcode,523,1.15
/mnt/r/501190.gcode,508,2.55
/mnt/r/501403.gcode,7604,5.55
/mnt/r/513278.gcode,298,3.15
/mnt/r/513317.gcode,1361,10.75
/mnt/r/513853.gcode,3305,2.75
/mnt/r/514092.gcode,1265,3.15
/mnt/r/514448.gcode,3809,1.75
/mnt/r/51473.gcode,3666,10.95
/mnt/r/518022.gcode,5482,0.95
/mnt/r/519028.gcode,5101,0.95
/mnt/r/519050.gcode,3853,0.35
/mnt/r/519244.gcode,6807,0.95
/mnt/r/51968.gcode,796,0.35
/mnt/r/519771.gcode,331,1.95
/mnt/r/520191.gcode,737,2.55
/mnt/r/520236.gcode,647,2.55
/mnt/r/520268.gcode,538,0.35
/mnt/r/520893.gcode,561,0.35
/mnt/r/521139.gcode,3626,1.15
/mnt/r/522921.gcode,1602,0.95
/mnt/r/523538.gcode,513,0.95
/mnt/r/523546.gcode,4250,2.55
/mnt/r/523563.gcode,1564,1.15
/mnt/r/523566.gcode,647,1.15
/mnt/r/524018.gcode,1388,0.55
/mnt/r/52426.gcode,969,5.75
/mnt/r/52444.gcode,1107,0.95
/mnt/r/524867.gcode,499,3.55
/mnt/r/525088.gcode,608,0.55
/mnt/r/525142.gcode,3408,2.35
/mnt/r/525425.gcode,3049,0.95
/mnt/r/525556.gcode,1311,3.15
/mnt/r/526309.gcode,108,25.15
/mnt/r/526377.gcode,6532,3.15
/mnt/r/527202.gcode,1728,3.15
/mnt/r/527266.gcode,805,7.95
/mnt/r/527354.gcode,1206,1.55
/mnt/r/527554.gcode,1065,0.95
/mnt/r/527619.gcode,2671,0.75
/mnt/r/527978.gcode,202,0.35
/mnt/r/527982.gcode,553,2.55
/mnt/r/527993.gcode,310,3.55
/mnt/r/528155.gcode,510,0.35
/mnt/r/528273.gcode,4997,0.55
/mnt/r/528549.gcode,477,2.55
/mnt/r/528575.gcode,839,2.55
/mnt/r/528696.gcode,701,1.75
/mnt/r/529040.gcode,230,0.35
/mnt/r/529179.gcode,740,52.35
/mnt/r/529660.gcode,1052,57.55
/mnt/r/531095.gcode,1626,5.75
/mnt/r/531445.gcode,1542,1.35
/mnt/r/533159.gcode,5032,4.15
/mnt/r/53416.gcode,282,0.95
/mnt/r/534408.gcode,10781,14.35
/mnt/r/540594.gcode,881,71.95
/mnt/r/544327.gcode,1692,33.15
/mnt/r/547162.gcode,1059,10.35
/mnt/r/547315.gcode,1257,1.15
/mnt/r/547376.gcode,447,1.35
/mnt/r/547405.gcode,279,0.95
/mnt/r/547490.gcode,1274,10.55
/mnt/r/547957.gcode,160,5.35
/mnt/r/548228.gcode,106,0.35
/mnt/r/548677.gcode,2379,0.95
/mnt/r/549142.gcode,423,10.35
/mnt/r/549291.gcode,630,0.75
/mnt/r/549325.gcode,2308,1.35
/mnt/r/549914.gcode,1233,13.35
/mnt/r/55033.gcode,6253,6.95
/mnt/r/553006.gcode,1742,20.15
/mnt/r/554077.gcode,1441,2.55
/mnt/r/554146.gcode,70,0.35
/mnt/r/554363.gcode,734,0.95
/mnt/r/554472.gcode,5619,1.55
/mnt/r/556732.gcode,4930,0.95
/mnt/r/556873.gcode,418,2.55
/mnt/r/556939.gcode,1594,0.75
/mnt/r/557346.gcode,1337,2.55
/mnt/r/557377.gcode,249,0.35
/mnt/r/55746.gcode,3837,3.35
/mnt/r/558261.gcode,26,0.35
/mnt/r/558277.gcode,599,22.95
/mnt/r/559049.gcode,7358,1.35
/mnt/r/5595.gcode,896,1.35
/mnt/r/559685.gcode,1506,3.55
/mnt/r/56036.gcode,935,5.75
/mnt/r/560671.gcode,905,5.15
/mnt/r/561136.gcode,442,1.15
/mnt/r/561143.gcode,396,34.15
/mnt/r/56238.gcode,1495,32.55
/mnt/r/563038.gcode,1637,1.55
/mnt/r/56304.gcode,2146,54.75
/mnt/r/563250.gcode,1783,17.35
/mnt/r/564798.gcode,1757,0.95
/mnt/r/564981.gcode,7476,1.35
/mnt/r/565085.gcode,13460,2.75
/mnt/r/56537.gcode,506,0.95
/mnt/r/565592.gcode,57,0.35
/mnt/r/565596.gcode,0,None
/mnt/r/565710.gcode,217,14.75
/mnt/r/566159.gcode,359,1.15
/mnt/r/56629.gcode,56,0.35
/mnt/r/566354.gcode,2207,0.35
/mnt/r/56647.gcode,2031,2.35
/mnt/r/56674.gcode,166,6.95
/mnt/r/566756.gcode,1452,1.35
/mnt/r/56717.gcode,898,0.95
/mnt/r/567458.gcode,429,0.35
/mnt/r/56746.gcode,261,0.35
/mnt/r/567484.gcode,1073,5.75
/mnt/r/567498.gcode,556,0.35
/mnt/r/567846.gcode,490,1.15
/mnt/r/567897.gcode,3842,12.75
/mnt/r/568626.gcode,11149,0.95
/mnt/r/56943.gcode,56,4.75
/mnt/r/569518.gcode,2357,9.55
/mnt/r/569974.gcode,2548,1.75
/mnt/r/570337.gcode,2298,1.35
/mnt/r/571095.gcode,1588,9.55
/mnt/r/571537.gcode,207,5.95
/mnt/r/57162.gcode,917,21.95
/mnt/r/573181.gcode,420,2.15
/mnt/r/573197.gcode,565,12.35
/mnt/r/5739.gcode,32,0.35
/mnt/r/573942.gcode,686,1.15
/mnt/r/574277.gcode,777,2.55
/mnt/r/574520.gcode,465,17.55
/mnt/r/575158.gcode,3981,0.75
/mnt/r/575230.gcode,3021,11.35
/mnt/r/579528.gcode,2486,1.55
/mnt/r/579865.gcode,1897,1.35
/mnt/r/580169.gcode,993,0.75
/mnt/r/580541.gcode,546,2.55
/mnt/r/580584.gcode,885,10.35
/mnt/r/580740.gcode,621,3.55
/mnt/r/58114.gcode,291,2.15
/mnt/r/581179.gcode,1012,0.95
/mnt/r/581795.gcode,249,0.35
/mnt/r/581827.gcode,12275,1.35
/mnt/r/58222.gcode,923,1.35
/mnt/r/582508.gcode,2395,0.95
/mnt/r/582741.gcode,714,0.35
/mnt/r/582793.gcode,223,1.35
/mnt/r/582884.gcode,8330,0.95
/mnt/r/586353.gcode,1134,2.35
/mnt/r/586437.gcode,399,0.35
/mnt/r/586504.gcode,136,0.55
/mnt/r/586594.gcode,1084,49.55
/mnt/r/587782.gcode,1757,6.35
/mnt/r/587864.gcode,409,49.35
/mnt/r/588799.gcode,753,4.15
/mnt/r/588954.gcode,571,0.55
/mnt/r/589013.gcode,839,5.15
/mnt/r/589545.gcode,2224,2.55
/mnt/r/589842.gcode,2285,1.35
/mnt/r/589917.gcode,267,0.35
/mnt/r/589952.gcode,824,0.95
/mnt/r/5901.gcode,1705,4.55
/mnt/r/590276.gcode,5674,1.95
/mnt/r/590352.gcode,165,8.95
/mnt/r/590363.gcode,1062,1.55
/mnt/r/590536.gcode,31,0.35
/mnt/r/590613.gcode,151,19.55
/mnt/r/590921.gcode,3727,0.95
/mnt/r/591213.gcode,509,3.55
/mnt/r/591230.gcode,888,1.15
/mnt/r/591349.gcode,142,0.35
/mnt/r/591416.gcode,1261,5.55
/mnt/r/592310.gcode,20594,1.15
/mnt/r/592507.gcode,1043,4.55
/mnt/r/592513.gcode,1374,3.35
/mnt/r/592827.gcode,72,0.35
/mnt/r/592924.gcode,55,0.35
/mnt/r/592983.gcode,392,7.15
/mnt/r/593103.gcode,431,0.35
/mnt/r/593118.gcode,821,0.75
/mnt/r/593302.gcode,3579,103.55
/mnt/r/600147.gcode,320,0.35
/mnt/r/600156.gcode,5547,7.75
/mnt/r/603836.gcode,2852,10.95
/mnt/r/605535.gcode,1602,2.15
/mnt/r/605625.gcode,630,0.75
/mnt/r/605757.gcode,6905,1.35
/mnt/r/606218.gcode,2482,4.15
/mnt/r/606226.gcode,1185,1.95
/mnt/r/607747.gcode,36,27.35
/mnt/r/607826.gcode,111,25.15
/mnt/r/607994.gcode,884,3.35
/mnt/r/608035.gcode,5443,1.35
/mnt/r/608405.gcode,583,3.95
/mnt/r/608647.gcode,1548,0.95
/mnt/r/608720.gcode,636,10.35
/mnt/r/608731.gcode,805,11.55
/mnt/r/608794.gcode,48,7.15
/mnt/r/608866.gcode,1792,4.55
/mnt/r/611999.gcode,1619,4.15
/mnt/r/614061.gcode,3306,11.15
/mnt/r/61613.gcode,475,7.55
/mnt/r/616376.gcode,9372,1.15
/mnt/r/617063.gcode,69,0.35
/mnt/r/617140.gcode,650,0.35
/mnt/r/617594.gcode,829,1.95
/mnt/r/617803.gcode,10865,1.35
/mnt/r/618136.gcode,0,None
/mnt/r/618195.gcode,382,42.15
/mnt/r/618260.gcode,470,10.15
