file_path,report_file_path,file_size_bytes,is_valid,parse_error,mono_error,z_error,continuous_error,too_large_error,num_orig_segments,num_segments,num_z_layers,largest_layer_num_all_seg,largest_layer_all_seg_z,largest_layer_num_print_seg,largest_layer_print_seg_z,largest_layer_print_dist,larget_layer_print_dist_z
/mnt/r/906749.gcode,GenericReport1.repOut,344039,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10639,10639,54,264,0.35,257,0.35,151.958,0.35
/mnt/r/906868.gcode,GenericReport1.repOut,1279184,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,38485,38485,44,1092,5.15,1053,3.95,1523.71,4.55
/mnt/r/906919.gcode,GenericReport1.repOut,654939,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18188,18188,59,387,11.55,365,11.55,410.916,9.95
/mnt/r/907140.gcode,GenericReport1.repOut,37274,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,868,868,40,43,3.35,35,3.15,58.314,2.75
/mnt/r/907152.gcode,GenericReport1.repOut,9131591,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,272666,272666,493,1059,48.95,1037,48.95,2262.86,47.95
/mnt/r/90849.gcode,GenericReport1.repOut,119306,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3338,3428,7,520,0.95,467,0.95,2163.53,0.35
/mnt/r/908550.gcode,GenericReport1.repOut,161266,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4503,4815,14,514,0.95,482,0.95,3440.29,1.55
/mnt/r/908561.gcode,GenericReport1.repOut,3077995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,91835,92000,390,797,3.55,768,3.55,3142.77,0.35
/mnt/r/909450.gcode,GenericReport1.repOut,521241,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13956,14381,160,408,9.95,389,9.95,1781.6,9.55
/mnt/r/909576.gcode,GenericReport1.repOut,483730,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14337,14439,20,1227,2.95,1164,2.95,1469.43,1.95
/mnt/r/909742.gcode,GenericReport1.repOut,609336,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19096,19096,14,1380,0.75,1349,0.75,1204.81,1.95
/mnt/r/909750.gcode,GenericReport1.repOut,9467970,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,234781,235909,723,1225,2.35,1196,2.35,8933.46,2.55
/mnt/r/911587.gcode,GenericReport1.repOut,3527287,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,107313,107315,59,2285,2.75,2221,2.75,1974.7,0.35
/mnt/r/912191.gcode,GenericReport1.repOut,249109,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7369,7369,95,140,3.75,133,3.75,111.351,5.55
/mnt/r/912267.gcode,GenericReport1.repOut,844781,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23343,24233,14,2633,2.55,2380,2.55,5921.09,2.55
/mnt/r/912694.gcode,GenericReport1.repOut,1083743,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31845,31846,99,461,14.55,441,14.55,927.799,14.55
/mnt/r/91321.gcode,GenericReport1.repOut,14537480,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,436323,436323,689,729,0.35,715,0.35,1237.66,75.55
/mnt/r/914626.gcode,GenericReport1.repOut,132094,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3774,3794,19,323,1.55,313,1.55,566.346,1.55
/mnt/r/91474.gcode,GenericReport1.repOut,1888124,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,58191,58191,123,634,8.35,622,8.35,594.51,0.35
/mnt/r/915039.gcode,GenericReport1.repOut,5716421,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,171911,171911,69,2956,2.55,2836,2.55,2761.69,9.35
/mnt/r/916073.gcode,GenericReport1.repOut,795831,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23718,23718,143,227,6.15,218,6.15,404.878,5.75
/mnt/r/916428.gcode,GenericReport1.repOut,7360105,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,177969,177969,641,427,122.55,331,122.55,1145.54,128.35
/mnt/r/917455.gcode,GenericReport1.repOut,8494239,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,251799,251799,74,3875,9.15,3716,9.15,2657.7,9.55
/mnt/r/919133.gcode,GenericReport1.repOut,12247831,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,351191,357132,174,3030,2.55,2877,2.55,14041.7,34.55
/mnt/r/920779.gcode,GenericReport1.repOut,5612921,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,163034,165018,299,1237,9.15,1204,9.15,7684.37,9.55
/mnt/r/920834.gcode,GenericReport1.repOut,943652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26896,27006,49,1040,1.35,966,1.35,2886.77,0.35
/mnt/r/920960.gcode,GenericReport1.repOut,315994,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9392,9426,20,681,2.95,649,2.95,960.049,1.95
/mnt/r/92098.gcode,GenericReport1.repOut,353668,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10233,10703,49,291,9.55,281,9.55,1183.88,9.55
/mnt/r/921028.gcode,GenericReport1.repOut,85932,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2451,2451,37,94,0.35,89,0.35,379.145,0.35
/mnt/r/921111.gcode,GenericReport1.repOut,6867394,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,202466,203839,164,2668,0.95,2565,0.95,7708.08,8.95
/mnt/r/921859.gcode,GenericReport1.repOut,528605,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14414,14414,29,515,0.35,463,0.35,1007.06,0.35
/mnt/r/922.gcode,GenericReport1.repOut,2456636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73948,74366,39,2180,1.95,2103,1.95,4271.17,7.55
/mnt/r/922640.gcode,GenericReport1.repOut,2058388,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60606,61489,14,4820,2.15,4635,2.15,14532.2,2.55
/mnt/r/922966.gcode,GenericReport1.repOut,413862,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10957,11162,14,811,1.55,725,1.55,2426.36,0.75
/mnt/r/922988.gcode,GenericReport1.repOut,2254423,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63855,67595,13,12485,1.35,11638,1.35,23456.9,0.35
/mnt/r/923297.gcode,GenericReport1.repOut,5022719,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,147475,150457,13,14274,1.15,13614,1.15,23739.2,0.35
/mnt/r/924147.gcode,GenericReport1.repOut,695823,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20189,20339,31,804,3.35,739,3.35,2306.57,2.75
/mnt/r/924237.gcode,GenericReport1.repOut,841651,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24618,27849,47,4157,1.15,4033,1.15,15472.2,0.35
/mnt/r/924338.gcode,GenericReport1.repOut,3068416,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,82462,84008,19,5237,3.55,4707,3.55,12677.9,3.55
/mnt/r/924610.gcode,GenericReport1.repOut,2578587,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73216,73516,39,2358,5.55,2170,5.55,3884.28,5.55
/mnt/r/924679.gcode,GenericReport1.repOut,1148800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,34503,34503,49,896,2.95,854,2.95,1072.8,2.95
/mnt/r/924713.gcode,GenericReport1.repOut,55186,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,951,951,38,50,1.75,33,1.75,54.278,0.35
/mnt/r/924732.gcode,GenericReport1.repOut,1019877,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30611,30611,84,575,1.95,549,1.95,454.347,4.75
/mnt/r/924884.gcode,GenericReport1.repOut,5922,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57,57,1,49,0.35,49,0.35,46.714,0.35
/mnt/r/92498.gcode,GenericReport1.repOut,379505,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11396,12286,34,686,0.95,663,0.95,5520.31,1.55
/mnt/r/925193.gcode,GenericReport1.repOut,1308045,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,39818,39818,254,3733,0.55,3728,0.55,7683.19,0.55
/mnt/r/925314.gcode,GenericReport1.repOut,1985592,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56103,58951,13,7966,1.15,7556,1.15,23739.2,0.35
/mnt/r/92569.gcode,GenericReport1.repOut,460383,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10706,10889,376,211,73.95,202,73.95,1056.1,74.95
/mnt/r/92589.gcode,GenericReport1.repOut,221782,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6530,7089,9,1030,1.35,993,1.35,6206.7,1.55
/mnt/r/925958.gcode,GenericReport1.repOut,1070096,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30729,30920,19,1719,3.55,1610,3.55,2639.24,3.55
/mnt/r/925980.gcode,GenericReport1.repOut,854985,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24503,27855,47,4120,1.15,3936,1.15,16142.2,0.55
/mnt/r/925991.gcode,GenericReport1.repOut,995529,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29399,29399,24,1250,4.15,1192,4.15,1880.64,4.15
/mnt/r/92607.gcode,GenericReport1.repOut,36445,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,605,605,21,43,2.95,29,2.95,52.402,0.35
/mnt/r/92614.gcode,GenericReport1.repOut,1364943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40324,40328,53,1648,5.55,1565,5.75,2324.62,5.75
/mnt/r/926245.gcode,GenericReport1.repOut,5145942,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,155090,155561,84,2740,14.75,2672,14.75,8576.19,16.55
/mnt/r/926662.gcode,GenericReport1.repOut,14210207,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,407060,497043,699,18885,41.55,18601,41.55,148014.0,40.15
/mnt/r/929263.gcode,GenericReport1.repOut,315874,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9756,9756,14,757,0.35,739,0.35,1321.31,2.55
/mnt/r/929294.gcode,GenericReport1.repOut,7988399,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,236470,244646,255,2139,0.95,2100,0.95,13379.0,0.35
/mnt/r/929751.gcode,GenericReport1.repOut,6999917,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,201651,205061,369,1560,3.15,1492,3.15,5507.05,3.15
/mnt/r/93097.gcode,GenericReport1.repOut,3152322,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,93235,95102,57,2255,8.55,2199,8.55,11396.7,0.35
/mnt/r/931166.gcode,GenericReport1.repOut,2388630,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67749,71131,129,811,25.55,800,25.55,2761.07,25.55
/mnt/r/931407.gcode,GenericReport1.repOut,726620,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20876,20876,116,307,8.35,276,8.35,907.928,8.35
/mnt/r/931993.gcode,GenericReport1.repOut,982166,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28624,33600,149,1532,0.95,1497,0.95,11345.4,0.35
/mnt/r/932553.gcode,GenericReport1.repOut,18188151,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,532071,534559,174,3104,2.95,2987,21.15,14521.3,34.55
/mnt/r/935464.gcode,GenericReport1.repOut,266037,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8297,8297,44,501,0.35,487,0.35,386.753,0.35
/mnt/r/935542.gcode,GenericReport1.repOut,277461,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7240,7242,57,176,3.35,158,3.35,478.328,3.15
/mnt/r/935593.gcode,GenericReport1.repOut,3828945,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,102081,105208,554,1639,15.95,1587,15.95,16475.8,15.15
/mnt/r/935762.gcode,GenericReport1.repOut,530185,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15246,15866,67,458,6.35,423,6.35,2521.09,0.35
/mnt/r/935919.gcode,GenericReport1.repOut,5060404,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,146689,146749,199,1060,31.35,946,31.35,1921.26,0.95
/mnt/r/936133.gcode,GenericReport1.repOut,1629317,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49150,49772,59,982,11.55,974,11.55,1903.29,11.55
/mnt/r/936189.gcode,GenericReport1.repOut,6819061,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,207537,207567,349,800,1.95,783,1.95,1459.07,0.35
/mnt/r/936388.gcode,GenericReport1.repOut,3958061,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,115861,140863,224,4687,43.15,4609,43.15,35103.6,44.55
/mnt/r/937162.gcode,GenericReport1.repOut,3200512,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90765,90852,209,807,13.15,750,13.15,2371.45,0.55
/mnt/r/937646.gcode,GenericReport1.repOut,687028,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20552,20623,20,1840,2.95,1763,2.75,1807.58,1.95
/mnt/r/937790.gcode,GenericReport1.repOut,6751559,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,170981,170982,50,5210,3.75,4410,3.75,8759.42,1.75
/mnt/r/938979.gcode,GenericReport1.repOut,705178,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20563,20563,119,343,12.35,321,12.35,549.563,12.15
/mnt/r/939128.gcode,GenericReport1.repOut,656016,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18908,19854,9,3388,1.35,3173,1.35,9143.47,0.35
/mnt/r/939136.gcode,GenericReport1.repOut,69406961,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
/mnt/r/939220.gcode,GenericReport1.repOut,473229,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13738,15944,44,2735,0.95,2656,0.95,14775.5,0.35
/mnt/r/939246.gcode,GenericReport1.repOut,559747,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15464,15681,32,1201,5.75,1133,5.75,1684.94,0.95
/mnt/r/939386.gcode,GenericReport1.repOut,735063,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22610,22610,149,245,0.35,238,0.35,264.314,0.35
/mnt/r/939420.gcode,GenericReport1.repOut,635120,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19655,19658,29,1257,0.35,1238,0.35,1212.34,0.35
/mnt/r/939470.gcode,GenericReport1.repOut,2020619,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59570,63470,13,6959,1.55,6724,1.95,23739.2,0.35
/mnt/r/940217.gcode,GenericReport1.repOut,3210244,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,98460,98633,156,1070,37.15,1052,37.15,2193.92,3.15
/mnt/r/940855.gcode,GenericReport1.repOut,1038765,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28938,29016,57,1068,10.35,1018,10.35,1382.32,8.55
/mnt/r/940910.gcode,GenericReport1.repOut,608433,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18635,19492,63,605,0.35,596,0.35,2198.45,0.35
/mnt/r/941168.gcode,GenericReport1.repOut,104376,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3021,3046,12,436,2.35,422,2.35,730.821,1.75
/mnt/r/941190.gcode,GenericReport1.repOut,545933,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15783,16587,22,1418,3.15,1319,3.15,5915.76,0.35
/mnt/r/941250.gcode,GenericReport1.repOut,863675,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25706,26677,74,387,14.55,375,14.55,1326.2,0.35
/mnt/r/941383.gcode,GenericReport1.repOut,8196693,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,229407,234075,430,881,4.55,832,6.55,2333.04,0.75
/mnt/r/942921.gcode,GenericReport1.repOut,574884,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15895,16495,42,826,1.15,773,1.15,2638.28,5.95
/mnt/r/943062.gcode,GenericReport1.repOut,538160,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16627,16627,91,283,0.35,276,0.35,249.533,7.35
/mnt/r/943270.gcode,GenericReport1.repOut,2955053,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,83359,141844,824,3628,0.95,3567,0.95,26991.3,2.55
/mnt/r/943997.gcode,GenericReport1.repOut,567671,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16824,16927,20,1425,2.95,1349,2.95,1712.2,1.95
/mnt/r/944261.gcode,GenericReport1.repOut,1577569,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48024,48034,20,3049,2.95,2954,2.95,4610.89,1.95
/mnt/r/944632.gcode,GenericReport1.repOut,1728338,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50575,52375,99,627,19.55,613,19.55,2156.43,19.55
/mnt/r/944846.gcode,GenericReport1.repOut,522624,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14917,15279,29,654,5.55,599,5.55,1930.74,1.75
/mnt/r/945147.gcode,GenericReport1.repOut,373725,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11023,11023,34,414,0.35,394,0.35,629.725,0.35
/mnt/r/945398.gcode,GenericReport1.repOut,935409,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27910,28064,101,369,12.35,354,12.35,2853.31,19.95
/mnt/r/945413.gcode,GenericReport1.repOut,8103820,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,222157,222535,435,1699,50.15,1503,50.15,3981.88,0.35
/mnt/r/947137.gcode,GenericReport1.repOut,650044,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20383,20383,39,583,3.35,566,3.35,451.219,0.35
/mnt/r/947233.gcode,GenericReport1.repOut,2566273,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75834,77068,84,1455,10.15,1388,10.15,9317.37,4.55
/mnt/r/948270.gcode,GenericReport1.repOut,1987270,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,58707,61810,30,3879,2.35,3781,2.35,23099.9,2.75
/mnt/r/948730.gcode,GenericReport1.repOut,303758,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9463,9463,29,425,0.35,420,0.35,292.213,0.35
/mnt/r/948842.gcode,GenericReport1.repOut,1767519,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52925,52963,335,325,0.55,305,0.55,424.731,0.35
/mnt/r/949086.gcode,GenericReport1.repOut,21201758,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,616592,623381,264,2789,3.15,2663,3.15,7880.48,2.55
/mnt/r/952925.gcode,GenericReport1.repOut,881651,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24070,26729,336,145,21.15,133,21.15,677.853,37.55
/mnt/r/953053.gcode,GenericReport1.repOut,7198111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,183890,185085,84,4574,1.35,4338,1.35,19254.4,1.35
/mnt/r/95361.gcode,GenericReport1.repOut,257671,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7833,7935,6,2060,1.15,1960,1.15,3435.48,0.35
/mnt/r/953874.gcode,GenericReport1.repOut,1338294,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37258,37313,49,790,9.55,716,9.55,1176.03,0.55
/mnt/r/953929.gcode,GenericReport1.repOut,1134373,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32186,32633,87,722,9.75,669,9.75,2280.71,7.15
/mnt/r/954231.gcode,GenericReport1.repOut,10725722,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,311269,311836,249,1948,4.95,1876,4.95,8624.82,41.95
/mnt/r/956144.gcode,GenericReport1.repOut,660596,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18750,22378,139,1710,1.55,1661,1.55,7585.41,1.55
/mnt/r/956266.gcode,GenericReport1.repOut,1549866,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42880,44582,34,1653,6.55,1515,6.55,8511.01,1.55
/mnt/r/956590.gcode,GenericReport1.repOut,22897679,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,659188,680044,99,9794,3.15,9332,3.15,42972.0,1.55
/mnt/r/95818.gcode,GenericReport1.repOut,1359246,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40929,41071,99,543,11.35,523,11.35,2223.43,0.35
/mnt/r/95863.gcode,GenericReport1.repOut,407811,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10769,11628,39,733,5.75,720,5.75,2111.47,5.75
/mnt/r/958658.gcode,GenericReport1.repOut,330190,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8628,8637,76,802,4.35,747,4.35,1575.74,4.35
/mnt/r/958883.gcode,GenericReport1.repOut,13520987,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,375681,377765,199,4619,1.95,4512,1.95,13970.5,1.55
/mnt/r/960.gcode,GenericReport1.repOut,1254396,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37640,37640,239,159,21.35,152,21.35,195.458,0.35
/mnt/r/960212.gcode,GenericReport1.repOut,2881561,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84964,84964,331,433,64.35,424,64.35,557.328,14.35
/mnt/r/960597.gcode,GenericReport1.repOut,1971608,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56127,60026,13,12509,1.55,11883,1.55,23739.2,0.35
/mnt/r/961176.gcode,GenericReport1.repOut,3653177,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,96996,98567,459,1613,0.95,1578,0.95,12859.7,1.55
/mnt/r/96162.gcode,GenericReport1.repOut,2965745,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,86239,89021,13,8653,1.55,8161,1.55,20045.5,2.35
/mnt/r/962812.gcode,GenericReport1.repOut,190013,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5828,5908,29,456,0.35,444,0.35,785.61,0.35
/mnt/r/962851.gcode,GenericReport1.repOut,2556966,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74848,76721,89,1205,13.55,1142,13.55,6123.83,17.55
/mnt/r/963129.gcode,GenericReport1.repOut,826718,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24000,25767,14,2966,2.95,2800,2.95,12597.9,1.55
/mnt/r/963219.gcode,GenericReport1.repOut,3544659,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,99733,102575,13,15629,1.35,14613,1.35,23517.4,0.75
/mnt/r/963963.gcode,GenericReport1.repOut,1053783,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30928,31100,20,2758,2.95,2642,2.95,3037.26,1.95
/mnt/r/964109.gcode,GenericReport1.repOut,3002336,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90936,90936,494,311,0.35,304,0.35,506.636,3.55
/mnt/r/964329.gcode,GenericReport1.repOut,9678916,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,284351,287286,254,2678,1.75,2621,1.75,13439.9,0.35
/mnt/r/966215.gcode,GenericReport1.repOut,117167,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3106,3665,50,164,8.95,158,8.95,912.197,8.95
/mnt/r/966275.gcode,GenericReport1.repOut,7178,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,96,146,1,146,0.35,145,0.35,1654.99,0.35
/mnt/r/966278.gcode,GenericReport1.repOut,7550,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108,165,1,165,0.35,164,0.35,1877.68,0.35
/mnt/r/966289.gcode,GenericReport1.repOut,1696239,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50075,50535,20,5019,2.75,4828,2.75,9951.65,1.95
/mnt/r/966533.gcode,GenericReport1.repOut,976360,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30069,30072,44,1140,0.75,1121,0.75,969.764,0.35
/mnt/r/966633.gcode,GenericReport1.repOut,6250761,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,186107,189277,59,4129,1.15,4067,0.95,21707.7,0.35
/mnt/r/96824.gcode,GenericReport1.repOut,2098001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62446,64292,49,1802,5.15,1731,7.15,7021.13,9.55
/mnt/r/968394.gcode,GenericReport1.repOut,349490,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8825,9057,14,649,0.55,569,0.55,2273.0,0.55
/mnt/r/968541.gcode,GenericReport1.repOut,2542059,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71468,71636,378,513,42.15,459,42.15,2176.11,0.35
/mnt/r/969033.gcode,GenericReport1.repOut,160982,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4489,5062,64,224,11.55,219,11.55,1024.07,11.55
/mnt/r/969078.gcode,GenericReport1.repOut,5076602,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,153317,153359,299,1247,39.35,1200,39.35,4309.15,39.55
/mnt/r/969621.gcode,GenericReport1.repOut,4066029,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,114952,114960,199,642,36.15,595,39.15,3974.52,39.55
/mnt/r/969671.gcode,GenericReport1.repOut,10031137,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,283118,286991,49,13991,9.35,12542,9.35,44614.2,9.15
/mnt/r/970628.gcode,GenericReport1.repOut,555423,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16781,16783,29,612,0.55,597,0.55,1827.38,5.55
/mnt/r/970648.gcode,GenericReport1.repOut,394591,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11215,11260,29,598,1.75,566,1.75,1017.48,4.15
/mnt/r/970662.gcode,GenericReport1.repOut,1009968,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30177,30800,49,2696,0.55,2509,0.55,12751.2,0.75
/mnt/r/970726.gcode,GenericReport1.repOut,1108025,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32046,32785,137,478,3.75,449,3.75,2446.93,9.55
/mnt/r/971011.gcode,GenericReport1.repOut,306906,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9441,9441,29,434,0.35,429,0.35,324.946,0.35
/mnt/r/971204.gcode,GenericReport1.repOut,254752,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5829,6597,252,72,4.75,62,4.75,398.526,4.75
/mnt/r/971356.gcode,GenericReport1.repOut,190416,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5104,5177,11,505,0.55,448,0.55,2335.65,0.35
/mnt/r/971362.gcode,GenericReport1.repOut,298548,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8642,8712,11,856,0.55,810,0.55,2335.65,0.35
/mnt/r/971401.gcode,GenericReport1.repOut,149614,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4139,4139,19,246,2.75,218,2.75,408.658,0.35
/mnt/r/971534.gcode,GenericReport1.repOut,1591945,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,39110,39192,17,3038,2.55,2600,2.55,4691.03,3.15
/mnt/r/971569.gcode,GenericReport1.repOut,3710604,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,111974,112587,249,1045,24.95,1019,24.95,1285.76,25.15
/mnt/r/971773.gcode,GenericReport1.repOut,22557,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,598,598,1,598,0.35,589,0.35,518.458,0.35
/mnt/r/971823.gcode,GenericReport1.repOut,122783,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3704,3846,18,420,3.35,407,3.35,2783.34,3.35
